customer_id,gender,age,married,number_of_dependents,city,zip_code,latitude,longitude,population,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_label,churn_score,cltv,churn_category,churn_reason,age_group
6543-XRMYR,Female,73,No,0,Stockton,95209,38.044523,-121.348048,30814,0,30,No offer,Yes,43.61,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.7,2967.35,0.0,80.0,1308.3,4355.65,1.0,Churned,Yes,69.0,3548.0,Dissatisfaction,Product dissatisfaction,Senior Citizen
2479-BRAMR,Male,74,Yes,0,Murphys,95247,38.147852,-120.440124,4353,1,41,Offer B,Yes,45.84,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,3273.55,0.0,0.0,1879.44,5152.99,1.0,Churned,Yes,71.0,4995.0,Competitor,Competitor offered more data,Senior Citizen
3714-JTVOV,Female,76,Yes,0,Crows Landing,95313,37.435664,-121.049056,1508,1,42,Offer B,Yes,2.9,No,Yes,Fiber Optic,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.15,3229.4,0.0,0.0,121.8,3351.2000000000003,1.0,Churned,Yes,94.0,2322.0,Attitude,Attitude of support person,Senior Citizen
8580-QVLOC,Female,78,Yes,0,Merced,95348,37.40122,-120.514191,23100,0,72,No offer,Yes,25.77,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,92.45,6440.25,0.0,0.0,1855.44,8295.69,1.0,Churned,Yes,78.0,5697.0,Competitor,Competitor made better offer,Senior Citizen
2012-NWRPA,Female,78,Yes,0,Modesto,95355,37.672906,-120.946594,47613,1,11,Offer D,Yes,1.28,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1131.2,0.0,0.0,14.08,1145.28,3.0,Churned,Yes,71.0,3172.0,Competitor,Competitor made better offer,Senior Citizen
8808-ELEHO,Male,66,No,0,Modesto,95356,37.716186,-121.025836,26055,0,8,No offer,Yes,5.02,Yes,Yes,Fiber Optic,26,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.25,585.95,0.0,0.0,40.16,626.11,1.0,Churned,Yes,72.0,3812.0,Price,Price too high,Senior Citizen
9058-CBREO,Female,69,No,0,Winton,95388,37.421299,-120.599587,11463,0,1,No offer,Yes,22.56,Yes,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.55,50.55,0.0,0.0,22.56,73.11,1.0,Churned,Yes,95.0,3357.0,Dissatisfaction,Product dissatisfaction,Senior Citizen
8063-GBATB,Female,74,No,0,Cobb,95426,38.838088,-122.73203,1591,0,27,No offer,Yes,31.17,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,2287.25,0.0,0.0,841.59,3128.84,1.0,Churned,Yes,80.0,5172.0,Competitor,Competitor had better devices,Senior Citizen
1069-XAIEM,Female,68,No,0,Mendocino,95460,39.305545,-123.743697,2229,0,1,No offer,Yes,16.37,Yes,Yes,Fiber Optic,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.05,85.05,0.0,0.0,16.37,101.42,1.0,Churned,Yes,96.0,2975.0,Competitor,Competitor had better devices,Senior Citizen
6987-XQSJT,Female,68,No,0,Blue Lake,95525,40.94338,-123.831799,1584,0,54,No offer,Yes,45.77,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,4370.25,0.0,0.0,2471.5800000000004,6841.83,1.0,Churned,Yes,78.0,5684.0,Attitude,Attitude of support person,Senior Citizen
0722-TROQR,Female,68,No,0,Davis,95616,38.508735,-121.678813,67411,0,4,No offer,Yes,26.23,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,321.75,0.0,0.0,104.92,426.67,1.0,Churned,Yes,78.0,2122.0,Price,Lack of affordable download/upload speed,Senior Citizen
6402-ZFPPI,Female,75,No,0,Fair Oaks,95628,38.652065,-121.25441,40750,0,25,No offer,Yes,36.5,Yes,Yes,Fiber Optic,30,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.8,2660.2,0.0,0.0,912.5,3572.7,1.0,Churned,Yes,94.0,4969.0,Price,Price too high,Senior Citizen
9965-YOKZB,Male,73,No,0,Grizzly Flats,95636,38.636102,-120.522149,659,0,9,No offer,Yes,10.04,Yes,Yes,Fiber Optic,13,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.85,790.15,0.0,0.0,90.36,880.51,1.0,Churned,Yes,71.0,3723.0,Dissatisfaction,Network reliability,Senior Citizen
0504-HHAPI,Female,72,No,0,Guinda,95637,38.830739,-122.196202,228,0,27,No offer,Yes,16.94,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,88.3,2467.75,0.0,0.0,457.38000000000005,2925.13,3.0,Churned,Yes,96.0,2420.0,Other,Don't know,Senior Citizen
3791-LGQCY,Female,68,Yes,0,Loomis,95650,38.809175,-121.171375,11191,1,56,No offer,Yes,33.81,Yes,Yes,Cable,29,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,100.65,5688.05,0.0,130.0,1893.36,7711.41,1.0,Churned,Yes,85.0,4803.0,Attitude,Attitude of support person,Senior Citizen
8166-ZZTFS,Female,74,Yes,0,Roseville,95661,38.736685,-121.251984,25173,1,66,No offer,Yes,21.7,Yes,Yes,Cable,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,80.55,5265.1,0.0,0.0,1432.2,6697.3,3.0,Churned,Yes,94.0,4400.0,Attitude,Attitude of support person,Senior Citizen
2956-GGUCQ,Male,71,Yes,0,Pioneer,95666,38.546999,-120.271114,5501,1,24,No offer,Yes,2.05,Yes,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.85,1772.25,0.0,0.0,49.2,1821.45,1.0,Churned,Yes,65.0,3079.0,Attitude,Attitude of service provider,Senior Citizen
2778-OCLGR,Male,75,Yes,0,Soda Springs,95728,39.279068,-120.414275,88,1,24,No offer,No,0.0,No,Yes,DSL,5,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,39.1,971.3,0.0,0.0,0.0,971.3,1.0,Churned,Yes,89.0,4591.0,Competitor,Competitor had better devices,Senior Citizen
7067-KSAZT,Female,66,Yes,0,Chico,95928,39.681488,-121.83721,32848,1,65,No offer,Yes,18.69,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,106.25,6979.8,0.0,0.0,1214.85,8194.65,1.0,Churned,Yes,69.0,5965.0,Competitor,Competitor made better offer,Senior Citizen
9300-AGZNL,Male,76,No,0,Elk Creek,95939,39.53222,-122.594879,587,0,1,No offer,Yes,21.85,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,94.0,0.0,0.0,21.85,115.85,1.0,Churned,Yes,67.0,4176.0,Dissatisfaction,Product dissatisfaction,Senior Citizen
1112-CUNAO,Female,67,No,0,Grimes,95950,39.033058,-121.895718,531,0,15,Offer D,Yes,4.28,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,1424.95,0.0,0.0,64.2,1489.15,2.0,Churned,Yes,91.0,2668.0,Dissatisfaction,Service dissatisfaction,Senior Citizen
3389-YGYAI,Female,79,No,0,Princeton,95970,39.424957,-122.039307,495,0,8,No offer,Yes,45.16,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,829.55,0.0,0.0,361.28,1190.83,3.0,Churned,Yes,72.0,5546.0,Price,Price too high,Senior Citizen
3070-DVEYC,Male,78,No,0,Williams,95987,39.117537,-122.284654,4579,0,7,No offer,Yes,32.4,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,73.75,545.15,0.0,0.0,226.8,771.9499999999999,2.0,Churned,Yes,84.0,5638.0,Attitude,Attitude of support person,Senior Citizen
5707-ORNDZ,Male,79,No,0,Yuba City,95993,39.075694,-121.70606,27786,0,9,Offer E,Yes,2.45,Yes,Yes,DSL,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.55,494.05,0.0,0.0,22.05,516.1,1.0,Churned,Yes,79.0,4656.0,Dissatisfaction,Network reliability,Senior Citizen
8696-JKZNU,Female,78,No,0,Anderson,96007,40.448632,-122.306657,21418,0,37,Offer C,Yes,26.95,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,2841.55,0.0,0.0,997.15,3838.7,3.0,Churned,Yes,91.0,5859.0,Other,Don't know,Senior Citizen
2055-PDADH,Female,71,No,0,Big Bend,96011,41.096569,-121.879082,265,0,3,Offer E,Yes,2.26,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.4,204.7,0.0,0.0,6.779999999999999,211.48,3.0,Churned,Yes,67.0,2491.0,Other,Don't know,Senior Citizen
2302-ANTDP,Female,76,Yes,0,Hat Creek,96040,40.789799,-121.474529,397,9,48,No offer,Yes,43.04,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,117.45,5438.9,0.0,0.0,2065.92,7504.82,1.0,Churned,Yes,67.0,5915.0,Competitor,Competitor offered more data,Senior Citizen
5233-GEEAX,Male,65,No,0,Lewiston,96052,40.704293,-122.803899,1845,0,8,Offer E,No,0.0,No,Yes,DSL,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.4,221.9,0.0,0.0,0.0,221.9,1.0,Churned,Yes,85.0,5971.0,Competitor,Competitor had better devices,Senior Citizen
7137-RYLPP,Male,75,Yes,0,Paskenta,96074,39.884395,-122.587513,263,1,37,Offer C,Yes,46.61,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,3171.15,0.0,0.0,1724.57,4895.72,2.0,Churned,Yes,86.0,4712.0,Competitor,Competitor offered higher download speeds,Senior Citizen
3957-LXOLK,Female,75,No,0,Shingletown,96088,40.497441,-121.827524,4231,0,28,Offer C,Yes,9.67,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,3152.5,0.0,0.0,270.76,3423.26,1.0,Churned,Yes,83.0,5030.0,Competitor,Competitor offered more data,Senior Citizen
5281-BUZGT,Male,69,No,0,Weaverville,96093,40.759401,-122.939337,3749,0,36,Offer C,Yes,23.33,Yes,Yes,Fiber Optic,23,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.85,3186.7,0.0,0.0,839.8799999999999,4026.58,1.0,Churned,Yes,92.0,5692.0,Competitor,Competitor made better offer,Senior Citizen
2718-GAXQD,Female,68,Yes,3,Fallbrook,92028,33.362575,-117.299644,42239,1,4,Offer E,Yes,42.13,No,Yes,Cable,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,181.6,0.0,0.0,168.52,350.12,1.0,Churned,Yes,92.0,4797.0,Competitor,Competitor made better offer,Senior Citizen
3217-FZDMN,Female,66,No,0,Los Angeles,90001,33.973616,-118.24902,54492,0,8,Offer E,Yes,5.21,No,Yes,Fiber Optic,8,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,94.45,742.95,0.0,0.0,41.68,784.63,1.0,Churned,Yes,83.0,3676.0,Competitor,Competitor had better devices,Senior Citizen
7480-QNVZJ,Male,65,No,0,Los Angeles,90005,34.059281,-118.30742,43019,0,50,No offer,Yes,18.92,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.7,4816.7,0.0,0.0,946.0,5762.7,3.0,Churned,Yes,73.0,4287.0,Dissatisfaction,Network reliability,Senior Citizen
7124-UGSUR,Female,77,Yes,0,Los Angeles,90028,34.099869,-118.326843,30568,1,61,No offer,Yes,35.11,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,104.4,6405.0,0.0,0.0,2141.71,8546.71,1.0,Churned,Yes,84.0,4412.0,Competitor,Competitor had better devices,Senior Citizen
1862-SKORY,Female,66,Yes,0,Los Angeles,90029,34.089953,-118.294824,41713,1,40,No offer,No,0.0,No,Yes,Cable,3,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.3,1637.4,0.0,0.0,0.0,1637.4,3.0,Churned,Yes,91.0,2296.0,Competitor,Competitor offered higher download speeds,Senior Citizen
4816-JBHOV,Male,72,No,0,Los Angeles,90044,33.952714,-118.292061,87383,0,2,Offer E,Yes,41.43,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.7,93.7,0.0,0.0,82.86,176.56,1.0,Churned,Yes,91.0,4618.0,Competitor,Competitor offered more data,Senior Citizen
3247-ZVOUO,Male,77,Yes,0,Downey,90240,33.956228,-118.120993,24908,0,10,Offer D,Yes,6.01,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,85.55,851.75,0.0,0.0,60.1,911.85,1.0,Churned,Yes,81.0,3336.0,Attitude,Attitude of support person,Senior Citizen
1268-ASBGA,Female,66,Yes,0,Huntington Park,90255,33.97803,-118.217141,78114,1,16,Offer D,Yes,9.93,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,85.35,1375.15,0.0,0.0,158.88,1534.0300000000002,2.0,Churned,Yes,66.0,5769.0,Dissatisfaction,Limited range of services,Senior Citizen
4713-LZDRV,Female,80,No,0,Malibu,90263,34.037037,-118.705803,11,0,2,Offer E,Yes,31.91,No,Yes,Cable,30,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,195.05,0.0,0.0,63.82,258.87,3.0,Churned,Yes,94.0,4322.0,Price,Long distance charges,Senior Citizen
4325-NFSKC,Male,68,No,0,Pacific Palisades,90272,34.079449,-118.548306,22548,0,19,Offer D,Yes,28.12,Yes,Yes,Fiber Optic,25,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,1660.0,0.0,0.0,534.28,2194.28,1.0,Churned,Yes,87.0,2373.0,Price,Extra data charges,Senior Citizen
6502-HCJTI,Male,78,Yes,0,Lakewood,90712,33.840524,-118.148403,30173,0,7,No offer,Yes,9.7,Yes,Yes,Fiber Optic,17,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.7,673.1,0.0,0.0,67.89999999999999,741.0,1.0,Churned,Yes,75.0,3591.0,Attitude,Attitude of service provider,Senior Citizen
8258-GSTJK,Male,74,No,0,San Pedro,90732,33.744119,-118.31448,21279,0,3,No offer,Yes,48.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.0,237.75,0.0,0.0,145.02,382.77,1.0,Churned,Yes,96.0,3128.0,Competitor,Competitor had better devices,Senior Citizen
2995-UPRYS,Female,74,Yes,0,Long Beach,90802,33.752524,-118.210737,38427,1,40,No offer,Yes,19.76,No,Yes,Fiber Optic,22,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.2,4062.2,0.0,0.0,790.4000000000001,4852.6,3.0,Churned,Yes,69.0,5098.0,Other,Moved,Senior Citizen
6686-YPGHK,Male,65,No,0,Long Beach,90808,33.823943,-118.111335,37417,0,47,No offer,Yes,36.58,No,Yes,Fiber Optic,20,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,85.5,4042.3,0.0,50.0,1719.26,5811.56,3.0,Churned,Yes,68.0,3645.0,Other,Moved,Senior Citizen
8020-BWHYL,Female,70,No,0,Montrose,91020,34.2112,-118.230625,7527,0,15,No offer,Yes,7.99,No,Yes,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.3,1147.45,0.0,0.0,119.85,1267.3,3.0,Churned,Yes,91.0,4526.0,Competitor,Competitor offered more data,Senior Citizen
6892-XPFPU,Male,70,Yes,0,Pasadena,91107,34.159007,-118.087353,32369,3,24,Offer C,Yes,49.76,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,2433.9,0.0,0.0,1194.24,3628.14,1.0,Churned,Yes,80.0,2104.0,Competitor,Competitor offered higher download speeds,Senior Citizen
8010-EZLOU,Male,75,No,0,San Marino,91108,34.122671,-118.112911,13158,0,15,No offer,Yes,12.08,Yes,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.2,1217.25,0.0,0.0,181.2,1398.45,1.0,Churned,Yes,76.0,4958.0,Competitor,Competitor offered higher download speeds,Senior Citizen
8062-YBDOE,Male,70,No,0,Canyon Country,91351,34.422519,-118.420717,59259,0,1,No offer,Yes,7.23,No,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0.0,7.23,76.88000000000001,2.0,Churned,Yes,78.0,5844.0,Other,Don't know,Senior Citizen
3672-YITQD,Male,71,Yes,0,Castaic,91384,34.506627,-118.699048,22177,1,36,Offer C,Yes,31.65,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,3021.6,0.0,0.0,1139.4,4161.0,1.0,Churned,Yes,79.0,2987.0,Competitor,Competitor made better offer,Senior Citizen
8988-ECPJR,Female,79,Yes,0,Van Nuys,91411,34.17847,-118.459472,23646,1,34,Offer C,Yes,25.84,Yes,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.6,2718.3,0.0,0.0,878.56,3596.86,1.0,Churned,Yes,66.0,3980.0,Dissatisfaction,Product dissatisfaction,Senior Citizen
3776-EKTKM,Female,79,No,0,Burbank,91501,34.188339,-118.300942,18112,0,1,No offer,No,0.0,No,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,36.45,36.45,0.0,0.0,0.0,36.45,3.0,Churned,Yes,96.0,5303.0,Dissatisfaction,Service dissatisfaction,Senior Citizen
0643-OKLRP,Female,73,Yes,0,Azusa,91702,34.174493,-117.87068,57775,1,47,No offer,Yes,38.31,Yes,Yes,Fiber Optic,7,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,80.35,3825.85,0.0,90.0,1800.5700000000002,5716.42,1.0,Churned,Yes,95.0,5915.0,Dissatisfaction,Network reliability,Senior Citizen
9381-NDKME,Female,74,Yes,0,El Monte,91731,34.079934,-118.046695,30211,1,24,Offer C,No,0.0,No,Yes,Cable,29,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,40.65,933.3,0.0,0.0,0.0,933.3,1.0,Churned,Yes,85.0,3843.0,Dissatisfaction,Limited range of services,Senior Citizen
8327-LZKAS,Female,80,Yes,0,Pomona,91767,34.083086,-117.737997,46626,1,43,No offer,Yes,13.84,Yes,Yes,Cable,18,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,107.55,4533.9,0.0,140.0,595.12,5269.02,2.0,Churned,Yes,93.0,4423.0,Dissatisfaction,Service dissatisfaction,Senior Citizen
1075-BGWOH,Male,69,Yes,0,Rosemead,91770,34.065108,-118.082791,61623,1,16,No offer,Yes,15.16,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,1587.55,0.0,0.0,242.56,1830.11,2.0,Churned,Yes,87.0,3392.0,Attitude,Attitude of support person,Senior Citizen
8485-GJCDN,Female,71,No,0,San Diego,92109,32.787836,-117.232376,46086,0,5,No offer,Yes,30.05,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,318.5,0.0,0.0,150.25,468.75,3.0,Churned,Yes,74.0,3368.0,Competitor,Competitor made better offer,Senior Citizen
6029-WTIPC,Male,73,No,0,San Diego,92109,32.787836,-117.232376,46086,0,37,Offer C,Yes,38.06,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,3744.05,0.0,0.0,1408.22,5152.27,1.0,Churned,Yes,87.0,4424.0,Competitor,Competitor made better offer,Senior Citizen
3317-HRTNN,Female,79,No,0,San Diego,92109,32.787836,-117.232376,46086,0,5,No offer,No,0.0,No,Yes,DSL,15,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,45.7,198.0,0.0,0.0,0.0,198.0,3.0,Churned,Yes,73.0,3561.0,Competitor,Competitor made better offer,Senior Citizen
5569-OUICF,Female,67,Yes,0,San Diego,92109,32.787836,-117.232376,46086,1,28,Offer C,Yes,16.43,Yes,Yes,Fiber Optic,20,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,101.3,2812.2,0.0,0.0,460.04,3272.24,3.0,Churned,Yes,68.0,4994.0,Competitor,Competitor made better offer,Senior Citizen
5747-PMBSQ,Male,72,Yes,0,San Diego,92126,32.886925,-117.152162,74232,1,10,No offer,Yes,11.12,No,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,92.5,934.1,0.0,100.0,111.2,1145.3,1.0,Churned,Yes,77.0,2415.0,Competitor,Competitor made better offer,Senior Citizen
2982-IHMFT,Female,75,No,0,San Diego,92126,32.886925,-117.152162,74232,0,1,No offer,Yes,39.61,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.45,74.45,0.0,0.0,39.61,114.06,3.0,Churned,Yes,67.0,4291.0,Competitor,Competitor made better offer,Senior Citizen
5143-EGQFK,Female,76,No,0,San Diego,92126,32.886925,-117.152162,74232,0,10,No offer,No,0.0,No,Yes,Cable,20,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.65,291.4,0.0,110.0,0.0,401.4,2.0,Churned,Yes,89.0,5702.0,Other,Don't know,Senior Citizen
6168-WFVVF,Female,69,No,0,San Diego,92126,32.886925,-117.152162,74232,0,3,No offer,Yes,5.54,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,235.5,0.0,0.0,16.62,252.12,3.0,Churned,Yes,91.0,5165.0,Competitor,Competitor made better offer,Senior Citizen
7450-NWRTR,Male,76,No,0,San Diego,92126,32.886925,-117.152162,74232,0,12,No offer,Yes,21.89,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.45,1200.15,0.0,0.0,262.68,1462.8300000000002,3.0,Churned,Yes,91.0,2819.0,Competitor,Competitor made better offer,Senior Citizen
6005-OBZPH,Female,68,No,0,San Diego,92126,32.886925,-117.152162,74232,0,26,Offer C,Yes,9.09,Yes,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2277.65,0.0,0.0,236.34,2513.99,1.0,Churned,Yes,89.0,4074.0,Other,Don't know,Senior Citizen
7932-WPTDS,Female,77,Yes,0,San Diego,92126,32.886925,-117.152162,74232,1,1,No offer,No,0.0,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.8,24.8,0.0,0.0,0.0,24.8,1.0,Churned,Yes,73.0,5377.0,Competitor,Competitor made better offer,Senior Citizen
7000-WCEVQ,Female,67,No,0,Wrightwood,92397,34.358321,-117.618263,4253,0,20,No offer,Yes,27.11,Yes,Yes,DSL,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,61.6,1174.35,0.0,0.0,542.2,1716.55,1.0,Churned,Yes,85.0,3866.0,Price,Long distance charges,Senior Citizen
5959-BELXA,Male,67,No,0,Yucaipa,92399,34.04597,-117.011825,41575,0,32,Offer C,Yes,25.45,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,96.15,3019.25,0.0,0.0,814.4,3833.65,2.0,Churned,Yes,79.0,2246.0,Price,Price too high,Senior Citizen
2506-TNFCO,Female,76,Yes,0,Riverside,92509,34.004379,-117.447864,63999,1,1,No offer,Yes,12.46,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,0.0,0.0,12.46,82.00999999999999,2.0,Churned,Yes,67.0,5948.0,Dissatisfaction,Network reliability,Senior Citizen
6060-DRTNL,Female,66,No,0,San Jacinto,92583,33.796568,-116.924723,21349,0,5,No offer,Yes,27.35,No,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,84.85,415.55,0.0,20.0,136.75,572.3,1.0,Churned,Yes,74.0,3305.0,Competitor,Competitor had better devices,Senior Citizen
8473-VUVJN,Male,80,No,0,Temecula,92590,33.475493,-117.219551,3070,0,1,No offer,Yes,39.88,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,73.65,0.0,0.0,39.88,113.53,3.0,Churned,Yes,86.0,5443.0,Attitude,Attitude of service provider,Senior Citizen
0196-VULGZ,Female,78,Yes,0,Irvine,92620,33.716136,-117.752574,26419,1,6,No offer,Yes,28.71,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,474.9,0.0,0.0,172.26,647.16,3.0,Churned,Yes,77.0,5721.0,Other,Deceased,Senior Citizen
1976-CFOCS,Female,69,Yes,0,Dana Point,92629,33.477923,-117.705314,27730,1,1,No offer,Yes,7.74,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,46.0,0.0,0.0,7.74,53.74,1.0,Churned,Yes,67.0,4531.0,Competitor,Competitor had better devices,Senior Citizen
